product_id,name,category,brand,price,rating,description,tags
93,Hyaluronic Acid Serum,Beauty,Nivea,418.53,2.8,Premium beauty product formulated with high-quality ingredients. Dermatologically tested and suitable for daily use.,"serum,hyaluronic-acid,hydration,skincare,anti-aging"
94,Huawei Electronics Premium 94,Electronics,Huawei,890.71,3.6,High-performance electronic device with cutting-edge technology and premium build quality. Features advanced connectivity options and long battery life.,"premium,quality,popular"
95,Xiaomi Electronics Premium 95,Electronics,Xiaomi,73.08,4.5,High-performance electronic device with cutting-edge technology and premium build quality. Features advanced connectivity options and long battery life.,"new,sale,limited"
96,Xiaomi Electronics Premium 96,Electronics,Xiaomi,830.17,4.7,High-performance electronic device with cutting-edge technology and premium build quality. Features advanced connectivity options and long battery life.,"sale,premium,quality"
97,Sony Electronics Premium 97,Electronics,Sony,671.36,3.4,High-performance electronic device with cutting-edge technology and premium build quality. Features advanced connectivity options and long battery life.,"popular,limited,new"
98,Levi's Clothing Premium 98,Clothing,Levi's,2720.74,4.6,Stylish and comfortable garment made from premium fabric. Designed for everyday wear with a modern fit and durable construction.,"new,bestseller,popular"
99,H&M Clothing Premium 99,Clothing,H&M,180.06,3.3,Stylish and comfortable garment made from premium fabric. Designed for everyday wear with a modern fit and durable construction.,"sale,bestseller,popular"
100,Nike Clothing Premium 100,Clothing,Nike,2236.63,3.9,Stylish and comfortable garment made from premium fabric. Designed for everyday wear with a modern fit and durable construction.,"sale,popular,quality"
101,Uniqlo Clothing Premium 101,Clothing,Uniqlo,271.97,4.7,Stylish and comfortable garment made from premium fabric. Designed for everyday wear with a modern fit and durable construction.,"new,premium,sale"
102,HarperCollins Books Premium 102,Books,HarperCollins,1768.4,2.9,Comprehensive and well-researched book offering in-depth knowledge. Written by an expert in the field with clear explanations and practical examples.,"new,premium,popular"
103,HarperCollins Books Premium 103,Books,HarperCollins,2702.0,4.5,Comprehensive and well-researched book offering in-depth knowledge. Written by an expert in the field with clear explanations and practical examples.,"premium,popular,sale"
104,Penguin Books Premium 104,Books,Penguin,2017.45,3.4,Comprehensive and well-researched book offering in-depth knowledge. Written by an expert in the field with clear explanations and practical examples.,"popular,quality,sale"
105,Springer Books Premium 105,Books,Springer,2260.96,4.8,Comprehensive and well-researched book offering in-depth knowledge. Written by an expert in the field with clear explanations and practical examples.,"limited,bestseller,new"
106,Dyson Home Premium 106,Home,Dyson,2650.18,2.6,Durable home product designed to enhance your daily life. Energy-efficient and easy to use with intuitive controls and reliable performance.,"limited,quality,sale"
107,KitchenAid Home Premium 107,Home,KitchenAid,837.08,4.5,Durable home product designed to enhance your daily life. Energy-efficient and easy to use with intuitive controls and reliable performance.,"popular,bestseller,quality"
108,IKEA Home Premium 108,Home,IKEA,706.18,4.5,Durable home product designed to enhance your daily life. Energy-efficient and easy to use with intuitive controls and reliable performance.,"bestseller,premium,limited"
109,Bosch Home Premium 109,Home,Bosch,707.62,4.2,Durable home product designed to enhance your daily life. Energy-efficient and easy to use with intuitive controls and reliable performance.,"popular,limited,quality"
110,Under Armour Sports Premium 110,Sports,Under Armour,2902.32,3.2,Professional-grade sports equipment built for performance and durability. Suitable for beginners and experienced athletes alike.,"popular,limited,premium"
111,New Balance Sports Premium 111,Sports,New Balance,1026.89,2.6,Professional-grade sports equipment built for performance and durability. Suitable for beginners and experienced athletes alike.,"new,bestseller,limited"
112,Puma Sports Premium 112,Sports,Puma,162.86,4.0,Professional-grade sports equipment built for performance and durability. Suitable for beginners and experienced athletes alike.,"quality,new,popular"
113,Puma Sports Premium 113,Sports,Puma,1838.32,3.8,Professional-grade sports equipment built for performance and durability. Suitable for beginners and experienced athletes alike.,"sale,popular,bestseller"
114,MAC Beauty Premium 114,Beauty,MAC,180.94,3.6,Premium beauty product formulated with high-quality ingredients. Dermatologically tested and suitable for daily use.,"new,quality,popular"
115,Dove Beauty Premium 115,Beauty,Dove,1124.45,2.7,Premium beauty product formulated with high-quality ingredients. Dermatologically tested and suitable for daily use.,"limited,new,quality"
116,Neutrogena Beauty Premium 116,Beauty,Neutrogena,2006.99,2.8,Premium beauty product formulated with high-quality ingredients. Dermatologically tested and suitable for daily use.,"popular,new,limited"
117,Maybelline Beauty Premium 117,Beauty,Maybelline,1012.24,4.2,Premium beauty product formulated with high-quality ingredients. Dermatologically tested and suitable for daily use.,"new,popular,bestseller"
